Location,Stone No,Report No,Lab,Shape,Carats,Color,Clarity,Cut,Polish,Sym,Flour,Measurement,Diameter (MM),Depth %,Table %,Key To Symbols,Amount$,BGM
IND,S25-2953,1543197678,IGI,OVAL,0.41,F,SI1,,EX,VG,NON,5.84 * 4.16 * 2.68,-,64.6,61,"Cloud, Crystal",314.88,NO BGM
HK,HZ-58,6532144857,IGI,OVAL,0.41,G,VVS2,,EX,VG,MED,6.21 * 4.08 * 2.56,-,62.7,59,Pinpoint,311.6,NO BGM
VN,G25-5351,1543097091,IGI,OVAL,0.41,G,VS2,,EX,VG,STG,5.94 * 4.10 * 2.57,-,62.8,60,"Crystal, Cloud",264.86,NO BGM
IND,S25-3922,2547292788,IGI,OVAL,0.41,G,SI1,,EX,VG,MED,5.97 * 4.12 * 2.62,-,63.5,58,Crystal,264.45,NO BGM
HK,FD-56,5523401627,IGI,OVAL,0.41,H,IF,,EX,VG,NON,6.32 * 4.09 * 2.47,-,60.4,60,Minor Details of Polish,387.45,NO BGM
VN,G25-922,2526664402,IGI,OVAL,0.41,H,VS1,,EX,VG,FNT,5.73 * 4.07 * 2.64,-,64.8,59,Internal Graining  Feather  Pinpoint,264.86,NO BGM
IND,G25-7549,6542234446,IGI,OVAL,0.41,H,VS1,,EX,VG,MED,5.85 * 4.17 * 2.60,-,62.4,59,"Crystal, Needle, Pinpoint, Cloud",268.35,NO BGM
HK,S25-3433,1545248800,IGI,OVAL,0.41,H,VS2,,EX,VG,FNT,5.72 * 4.08 * 2.60,-,63.7,60,"Crystal, Indented Natural",278.8,NO BGM
VN,G25-7328,6541206946,IGI,OVAL,0.41,H,SI2,,EX,VG,FNT,6.05 * 4.11 * 2.54,-,61.8,59,Twinning Wisp,255.84,NO BGM
IND,G25-4034,6532990654,IGI,OVAL,0.41,H,SI2,,VG,VG,MED,5.84 * 4.10 * 2.58,-,62.8,59,Twinning Wisp,236.16,NO BGM
HK,BBX-26,1539484581,IGI,OVAL,0.41,I,VVS2,,EX,VG,NON,6.41 * 4.01 * 2.53,-,63.2,62,"Feather, Cloud",301.76,NO BGM
VN,G25-5936,7542122452,IGI,OVAL,0.41,I,VS1,,EX,VG,NON,5.97 * 4.11 * 2.53,-,61.7,61,"Cloud, Crystal, Pinpoint",301.35,NO BGM
IND,GD-1321,2527595343,IGI,OVAL,0.41,I,VS1,,EX,VG,FNT,6.01 * 4.14 * 2.57,-,62.1,60,"Cloud, Crystal, Pinpoint",282.9,NO BGM
HK,G25-6111,5543141671,IGI,OVAL,0.41,I,VS2,,EX,VG,FNT,5.81 * 4.13 * 2.64,-,63.8,59,"Cloud, Crystal",264.04,NO BGM
VN,S25-3112,7543208145,IGI,OVAL,0.41,I,SI2,,VG,VG,NON,6.13 * 4.20 * 2.47,-,59,61,Twinning Wisp,234.52,NO BGM
IND,G25-6377,6541150765,IGI,OVAL,0.41,K,SI1,,EX,VG,FNT,5.76 * 4.11 * 2.64,-,64.2,59,Crystal,188.6,NO BGM
HK,G25-4155,6542007053,IGI,OVAL,0.41,K,SI2,,VG,VG,FNT,6.53 * 4.06 * 2.40,-,59.1,59,"Crystal, Twinning Wisp, Feather",177.12,NO BGM
VN,ZH-10813,1515404060,IGI,OVAL,0.4,D,VVS1,,EX,VG,FNT,6.20 * 4.08 * 2.44,-,59.6,59,Cavity,395.2,NO BGM
IND,G25-7116,2546188551,IGI,OVAL,0.4,D,VVS1,,EX,VG,MED,5.66 * 4.04 * 2.62,-,64.8,58,Feather,364,NO BGM
HK,G25-9061,6541324235,IGI,OVAL,0.4,D,VVS1,,EX,GD,NON,5.78 * 4.11 * 2.59,-,63.1,56,"Pinpoint, Feather",374.4,NO BGM
VN,G25-9156,3545332797,IGI,OVAL,0.4,D,VVS1,,EX,GD,NON,5.97 * 4.15 * 2.52,-,60.6,58,"Cloud, Pinpoint, Feather",374.4,NO BGM
IND,S25-3676,1543265677,IGI,OVAL,0.4,D,VVS2,,EX,VG,NON,6.28 * 4.14 * 2.45,-,59.2,62,"Feather, Pinpoint",398.4,NO BGM
HK,G25-4754,2547042429,IGI,OVAL,0.4,D,VVS2,,EX,VG,MED,6.03 * 4.15 * 2.59,-,62.3,61,"Needle, Pinpoint, Feather, Indented Natural",364.8,NO BGM
VN,S25-827,2536774385,IGI,OVAL,0.4,D,VVS2,,EX,GD,NON,6.05 * 4.16 * 2.60,-,62.3,59,"Feather, Pinpoint",364.8,NO BGM
IND,G25-4847,1549064363,IGI,OVAL,0.4,D,VVS2,,EX,VG,MED,5.70 * 4.07 * 2.59,-,63.5,61,"Pinpoint, Knot, Indented Natural",350.4,NO BGM
HK,HI-145,2527779851,IGI,OVAL,0.4,D,VVS2,,VG,VG,NON,6.21 * 3.92 * 2.48,-,63.2,63,"Feather, Indented Natural, Pinpoint",388.8,NO BGM
VN,IE25-139,6531498858,IGI,OVAL,0.4,D,VS1,,EX,VG,FNT,5.96 * 4.11 * 2.56,-,62.2,59,"Crystal, Pinpoint, Needle",325.6,NO BGM
IND,S25-3845,2544285955,IGI,OVAL,0.4,D,VS1,,EX,EX,MED,5.72 * 4.07 * 2.62,-,64.3,57,"Crystal, Feather, Indented Natural, Pinpoint",299.2,NO BGM
HK,G25-6807,2546181874,IGI,OVAL,0.4,D,VS1,,EX,VG,FNT,5.69 * 4.06 * 2.63,-,64.8,60,"Crystal, Indented Natural, Pinpoint, Needle",316.8,NO BGM
VN,GG-50,5533044368,IGI,OVAL,0.4,D,VS1,,EX,VG,MED,5.70 * 4.06 * 2.63,-,64.7,59,"Crystal, Pinpoint",299.2,NO BGM
IND,IZ25-127,1538583236,IGI,OVAL,0.4,D,VS1,,EX,VG,MED,5.75 * 4.09 * 2.57,-,62.9,60,Crystal,303.6,NO BGM
HK,IN25-100,6532605071,IGI,OVAL,0.4,D,VS1,,VG,VG,FNT,5.70 * 4.07 * 2.62,-,64.3,58,"Cloud, Crystal, Cavity, Indented Natural",316.8,NO BGM
VN,BBO-275,6535143282,IGI,OVAL,0.4,D,VS1,,EX,VG,FNT,5.56 * 4.02 * 2.68,-,66.6,56,"Indented Natural, Pinpoint",308,NO BGM
IND,G25-9038,2544324333,IGI,OVAL,0.4,D,VS2,,EX,VG,FNT,6.04 * 4.10 * 2.52,-,61.4,59,Crystal,324,NO BGM
HK,G25-4339,6535985821,IGI,OVAL,0.4,D,VS2,,EX,VG,STG,5.96 * 4.11 * 2.56,-,62.2,60,Twinning Wisp,288,NO BGM
VN,S25-3940,6542302591,IGI,OVAL,0.4,D,VS2,,VG,VG,FNT,5.93 * 4.09 * 2.59,-,63.4,60,"Crystal, Indented Natural",324,NO BGM
IND,S25-3844,1545286055,IGI,OVAL,0.4,D,VS2,,EX,EX,MED,5.72 * 4.08 * 2.64,-,64.7,60,"Crystal, Indented Natural",304,NO BGM
HK,G25-5664,2544104517,IGI,OVAL,0.4,D,VS2,,EX,VG,NON,5.70 * 4.06 * 2.61,-,64.1,59,"Crystal, Feather, Twinning Wisp",340,NO BGM
VN,S25-3208,6542224928,IGI,OVAL,0.4,D,VS2,,EX,VG,FNT,5.69 * 4.07 * 2.55,-,62.8,61,"Manufacturing Remnant, Indented Natural",316,NO BGM
IND,S25-4264,2546332567,IGI,OVAL,0.4,D,VS2,,EX,VG,FNT,5.74 * 4.10 * 2.61,-,63.6,62,"Indented Natural, Manufacturing Remnant",316,NO BGM
HK,G25-6275,6542141709,IGI,OVAL,0.4,D,VS2,,EX,VG,MED,5.68 * 4.06 * 2.60,-,64.1,60,Crystal,304,NO BGM
VN,G25-9002,1543324706,IGI,OVAL,0.4,D,VS2,,EX,GD,MED,5.72 * 4.08 * 2.65,-,64.8,59,Crystal,296,NO BGM
IND,S25-4103,5546317245,IGI,OVAL,0.4,D,VS2,,VG,VG,MED,5.74 * 4.09 * 2.56,-,62.6,62,"Crystal, Feather, Indented Natural",304,NO BGM
HK,IC25-39,7538211274,IGI,OVAL,0.4,D,VS2,,VG,VG,MED,5.84 * 4.14 * 2.57,-,62.1,62,"Twinning Wisp, Cavity",304,NO BGM
VN,G25-9224,6542332762,IGI,OVAL,0.4,D,VS2,,VG,VG,MED,5.89 * 4.10 * 2.59,-,63.1,59,"Crystal, Feather",304,NO BGM
IND,S25-3869,7546293017,IGI,OVAL,0.4,D,VS2,,VG,VG,NON,5.47 * 4.00 * 2.70,-,67.5,57,"Crystal, Feather",328,NO BGM
HK,G25-7419,7542224391,IGI,OVAL,0.4,D,VS2,,VG,VG,NON,6.13 * 4.21 * 2.37,-,56.3,64,Cloud,327.2,NO BGM
VN,BCD-62,2536528786,IGI,OVAL,0.4,D,SI1,,EX,VG,FNT,6.35 * 3.90 * 2.53,-,64.7,58,"Crystal, Feather",316.8,NO BGM
IND,IZ25-4,5536594800,IGI,OVAL,0.4,D,SI1,,EX,VG,FNT,5.80 * 4.13 * 2.59,-,62.7,58,"Cloud, Crystal",316.8,NO BGM
HK,G25-2688,7536875543,IGI,OVAL,0.4,D,SI1,,EX,VG,FNT,5.74 * 4.09 * 2.60,-,63.5,58,"Crystal, Feather",316.8,NO BGM
VN,G25-8463,2546294552,IGI,OVAL,0.4,D,SI1,,EX,VG,FNT,5.69 * 4.06 * 2.63,-,64.7,59,Crystal,316.8,NO BGM
IND,IZ25-36,7532577676,IGI,OVAL,0.4,D,SI1,,EX,VG,MED,5.71 * 4.06 * 2.60,-,64.1,60,"Twinning Wisp, Feather",302.4,NO BGM
HK,S25-1407,5536910563,IGI,OVAL,0.4,D,SI1,,EX,GD,NON,5.76 * 4.08 * 2.63,-,64.5,59,Crystal,302.4,NO BGM
VN,S25-3493,3545248881,IGI,OVAL,0.4,D,SI1,,VG,GD,MED,5.93 * 4.16 * 2.50,-,60.2,61,"Twinning Wisp, Feather",273.6,NO BGM
IND,G25-7715,6541248464,IGI,OVAL,0.4,D,SI2,,EX,VG,NON,6.32 * 4.03 * 2.52,-,62.5,58,"Cloud, Feather",323.2,NO BGM
HK,IU25-135,1538526339,IGI,OVAL,0.4,D,SI2,,VG,VG,NON,5.93 * 4.09 * 2.59,-,63.5,61,Crystal,323.2,NO BGM
VN,BCF-124,1533601014,IGI,OVAL,0.4,D,SI2,,EX,VG,FNT,6.26 * 3.83 * 2.51,-,65.6,56,Crystal,307.2,NO BGM
IND,G25-8259,2547265648,IGI,OVAL,0.4,E,VVS1,,VG,VG,MED,5.70 * 4.06 * 2.60,-,64.1,62,Feather,316.8,NO BGM
HK,G25-7059,2544188803,IGI,OVAL,0.4,E,VVS2,,EX,VG,FNT,6.00 * 4.13 * 2.56,-,62,59,Pinpoint,343.2,NO BGM
VN,G25-6529,1545165427,IGI,OVAL,0.4,E,VVS2,,EX,VG,FNT,5.70 * 4.08 * 2.64,-,64.6,58,"Pinpoint, Feather, Cloud",334.4,NO BGM
IND,GQ-89,6532278516,IGI,OVAL,0.4,E,VVS2,,GD,VG,FNT,5.67 * 4.04 * 2.62,-,64.8,57,"Feather, Pinpoint",308,NO BGM
HK,G25-8134,2546265610,IGI,OVAL,0.4,E,VS1,,EX,VG,MED,5.97 * 4.12 * 2.56,-,62.3,60,"Crystal, Pinpoint",296,NO BGM
VN,S25-3364,7532900626,IGI,OVAL,0.4,E,VS1,,EX,VG,NON,5.81 * 4.14 * 2.68,-,64.6,62,"Crystal, Needle, Pinpoint, Indented Natural",344,NO BGM
IND,S25-2315,3545087564,IGI,OVAL,0.4,E,VS1,,EX,VG,NON,5.65 * 4.03 * 2.62,-,64.9,60,"Crystal, Manufacturing Remnant, Needle, Cloud",344,NO BGM
HK,G25-7794,1549248820,IGI,OVAL,0.4,E,VS1,,EX,VG,NON,5.72 * 4.09 * 2.59,-,63.4,60,"Crystal, Feather, Indented Natural, Needle",344,NO BGM
VN,G25-2357,2537864619,IGI,OVAL,0.4,E,VS1,,EX,VG,MED,5.86 * 4.16 * 2.63,-,63.2,60,"Crystal, Feather, Indented Natural, Needle",288,NO BGM
IND,G25-8046,6542256835,IGI,OVAL,0.4,E,VS1,,EX,VG,MED,5.76 * 4.07 * 2.55,-,62.7,57,Crystal,288,NO BGM
HK,G25-8296,2546277794,IGI,OVAL,0.4,E,VS1,,EX,GD,MED,5.69 * 4.06 * 2.63,-,64.7,57,"Crystal, Pinpoint",280,NO BGM
VN,G25-7162,2544206612,IGI,OVAL,0.4,E,VS1,,VG,VG,NON,5.70 * 4.07 * 2.62,-,64.3,58,"Cloud, Indented Natural",344,NO BGM
IND,G25-7043,2546188125,IGI,OVAL,0.4,E,VS1,,VG,VG,MED,5.76 * 4.12 * 2.63,-,64,63,"Indented Natural, Cloud, Pinpoint, Internal Graining",288,NO BGM
HK,S25-3384,1539900396,IGI,OVAL,0.4,E,VS1,,VG,GD,NON,5.74 * 4.09 * 2.65,-,64.7,56,"Needle, Feather, Indented Natural",320,NO BGM
VN,G25-5981,2546122369,IGI,OVAL,0.4,E,VS2,,VG,VG,FNT,6.25 * 3.98 * 2.50,-,62.8,58,"Crystal, Feather, Indented Natural",311.6,NO BGM
IND,S25-3313,6541225084,IGI,OVAL,0.4,E,VS2,,EX,VG,NON,6.02 * 4.16 * 2.46,-,59.1,61,"Crystal, Indented Natural",326.8,NO BGM
HK,G25-5379,5546092245,IGI,OVAL,0.4,E,VS2,,EX,VG,NON,5.76 * 4.11 * 2.60,-,63.4,56,"Crystal, Feather",326.8,NO BGM
VN,G25-5520,2547085140,IGI,OVAL,0.4,E,VS2,,EX,VG,NON,6.01 * 4.12 * 2.49,-,60.4,59,"Feather, Crystal, Cloud",326.8,NO BGM
IND,ZH-10824,6522915669,IGI,OVAL,0.4,E,VS2,,EX,VG,NON,5.70 * 4.08 * 2.57,-,63.1,60,"Crystal, Feather, Cloud",288.8,NO BGM
HK,S25-842,1539774383,IGI,OVAL,0.4,E,VS2,,EX,VG,MED,5.72 * 4.08 * 2.63,-,64.4,57,"Twinning Wisp, Crystal, Indented Natural",292.6,NO BGM
VN,S25-3779,2547274979,IGI,OVAL,0.4,E,VS2,,EX,VG,MED,5.81 * 4.13 * 2.68,-,64.8,61,"Crystal, Manufacturing Remnant",292.6,NO BGM
IND,G25-6800,6542188859,IGI,OVAL,0.4,E,VS2,,EX,VG,MED,5.83 * 4.04 * 2.55,-,63.2,59,"Feather, Crystal",292.6,NO BGM
HK,IX25-98,6535565637,IGI,OVAL,0.4,E,VS2,,VG,VG,NON,5.84 * 4.11 * 2.57,-,62.5,61,"Crystal, Indented Natural",326.8,NO BGM
VN,G25-297,1535703652,IGI,OVAL,0.4,E,VS2,,VG,VG,NON,5.70 * 4.04 * 2.62,-,64.7,58,"Cavity, Crystal, Feather, Indented Natural",326.8,NO BGM
IND,G25-4968,6542057462,IGI,OVAL,0.4,E,VS2,,VG,VG,NON,5.88 * 4.03 * 2.55,-,63.3,58,"Crystal, Cloud, Feather, Needle",326.8,NO BGM
HK,S25-546,7538849252,IGI,OVAL,0.4,E,VS2,,EX,EX,MED,5.70 * 4.03 * 2.62,-,65,60,Indented Natural,288.8,NO BGM
VN,S25-3487,5543247861,IGI,OVAL,0.4,E,VS2,,EX,VG,FNT,5.46 * 4.03 * 2.71,-,67.1,60,Crystal,296.4,NO BGM
IND,G25-7168,7546201493,IGI,OVAL,0.4,E,SI1,,EX,VG,FNT,6.06 * 4.13 * 2.48,-,60,59,"Crystal, Feather",309.4,NO BGM
HK,S25-1986,7538984096,IGI,OVAL,0.4,E,SI1,,EX,VG,NON,5.74 * 4.10 * 2.63,-,64.2,57,"Crystal, Feather, Needle",309.4,NO BGM
VN,G25-1276,2534789893,IGI,OVAL,0.4,E,SI1,,EX,VG,NON,5.73 * 4.08 * 2.57,-,63,58,"Cloud, Feather",312.8,NO BGM
IND,IP25-98,2536553414,IGI,OVAL,0.4,E,SI1,,EX,VG,FNT,5.77 * 4.11 * 2.62,-,63.7,59,Crystal,302.6,NO BGM
HK,IX25-12,1535612530,IGI,OVAL,0.4,E,SI1,,EX,VG,MED,5.76 * 4.04 * 2.60,-,64.2,59,Crystal,275.4,NO BGM
VN,G25-6801,1549188301,IGI,OVAL,0.4,E,SI1,,EX,VG,STG,5.88 * 4.10 * 2.55,-,62.3,58,"Twinning Wisp, Feather",268.6,NO BGM
IND,S25-3395,2537900401,IGI,OVAL,0.4,E,SI1,,VG,VG,NON,5.71 * 4.07 * 2.63,-,64.7,57,"Feather, Needle",309.4,NO BGM
HK,S25-4108,7541316966,IGI,OVAL,0.4,E,SI1,,VG,VG,MED,5.89 * 4.13 * 2.56,-,61.9,59,"Twinning Wisp, Feather",275.4,NO BGM
VN,S25-3927,6545294408,IGI,OVAL,0.4,E,SI1,,VG,VG,MED,5.92 * 4.08 * 2.60,-,63.6,60,"Twinning Wisp, Feather, Indented Natural",275.4,NO BGM
IND,G25-5811,3535863612,IGI,OVAL,0.4,E,SI1,,VG,GD,NON,5.73 * 4.09 * 2.56,-,62.7,59,"Twinning Wisp, Feather",299.2,NO BGM
HK,S25-3865,1549292807,IGI,OVAL,0.4,E,SI1,,VG,GD,MED,5.73 * 4.09 * 2.61,-,63.8,56,"Feather, Cavity, Indented Natural",258.4,NO BGM
VN,G25-4342,6542018249,IGI,OVAL,0.4,E,SI1,,VG,VG,STG,5.66 * 4.08 * 2.61,-,64,56,"Twinning Wisp, Crystal",265.2,NO BGM
IND,S25-4271,2546332561,IGI,OVAL,0.4,E,SI2,,VG,GD,NON,5.55 * 4.07 * 2.67,-,65.5,57,"Feather, Cavity",288,NO BGM
HK,G25-7515,2.5E+11,IGI,OVAL,0.4,E,I1,,EX,EX,MED,6.34 * 3.90 * 2.43,-,62.3,59,,206.8,NO BGM
VN,FQ-429,1232583370,IGI,OVAL,0.4,E,I1,,EX,VG,NON,5.72 * 4.08 * 2.65,-,64.8,61,Crystal,242,NO BGM
IND,IA25-76,7533278278,IGI,OVAL,0.4,F,IF,,EX,VG,FNT,5.91 * 4.12 * 2.55,-,61.7,59,Minor Details of Polish,410,NO BGM
HK,S25-3471,6545257094,IGI,OVAL,0.4,F,VVS1,,EX,VG,MED,6.04 * 4.08 * 2.53,-,62.2,59,"Cloud, Feather",331.2,NO BGM
VN,S25-3744,2547265467,IGI,OVAL,0.4,F,VVS1,,EX,EX,MED,5.41 * 4.01 * 2.69,-,67.1,62,"Pinpoint, Feather, Indented Natural",312.8,NO BGM
IND,G25-6542,2546163977,IGI,OVAL,0.4,F,VVS2,,EX,VG,MED,6.00 * 4.12 * 2.53,-,61.6,60,"Pinpoint, Feather, Cloud",302.4,NO BGM
HK,S25-3657,6545275174,IGI,OVAL,0.4,F,VVS2,,EX,EX,NON,5.71 * 4.08 * 2.64,-,64.9,59,"Cloud, Pinpoint, Indented Natural",361.2,NO BGM
VN,S25-3850,6541291991,IGI,OVAL,0.4,F,VVS2,,VG,VG,NON,5.67 * 4.04 * 2.65,-,65.4,57,"Indented Natural, Feather, Pinpoint",352.8,NO BGM
IND,G25-3623,6532954076,IGI,OVAL,0.4,F,VS1,,EX,VG,NON,6.20 * 4.11 * 2.49,-,60.6,60,"Crystal, Feather, Needle, Pinpoint",342,NO BGM
HK,S25-2568,2547144315,IGI,OVAL,0.4,F,VS1,,EX,VG,FNT,6.49 * 4.02 * 2.43,-,60.4,57,"Crystal, Feather, Indented Natural, Pinpoint",319.2,NO BGM
VN,IO25-312,1539612895,IGI,OVAL,0.4,F,VS1,,EX,VG,NON,5.71 * 4.07 * 2.64,-,64.8,60,"Crystal, Cloud, Feather, Needle",334.4,NO BGM
IND,G25-2395,6535864660,IGI,OVAL,0.4,F,VS1,,EX,VG,NON,5.92 * 4.22 * 2.50,-,59.3,63,"Cloud, Feather",315.4,NO BGM
HK,G25-8351,1547277574,IGI,OVAL,0.4,F,VS1,,EX,VG,NON,5.70 * 4.07 * 2.63,-,64.7,59,"Feather, Needle, Pinpoint",334.4,NO BGM
VN,S25-2814,5543188338,IGI,OVAL,0.4,F,VS1,,EX,VG,MED,5.67 * 4.05 * 2.61,-,64.6,61,"Indented Natural, Pinpoint",288.8,NO BGM
IND,G25-5377,6545085408,IGI,OVAL,0.4,F,VS1,,EX,VG,MED,5.69 * 4.06 * 2.61,-,64.3,60,"Crystal, Cloud, Pinpoint, Indented Natural",288.8,NO BGM
HK,BCA-111,2537479622,IGI,OVAL,0.4,F,VS1,,GD,VG,FNT,5.75 * 4.03 * 2.60,-,64.4,58,"Crystal, Feather, Pinpoint",292.6,NO BGM
VN,S25-3712,6542265638,IGI,OVAL,0.4,F,VS1,,EX,VG,NON,5.56 * 4.11 * 2.61,-,63.5,63,"Knot, Indented Natural, Pinpoint",326.8,NO BGM
IND,S25-923,1538866926,IGI,OVAL,0.4,F,VS1,,EX,VG,MED,5.59 * 4.05 * 2.69,-,66.3,56,"Feather, Twinning Wisp, Indented Natural",281.2,NO BGM
HK,ZH-8383,2524357026,IGI,OVAL,0.4,F,VS1,,EX,VG,FNT,5.69 * 4.23 * 2.70,-,63.8,57,"Crystal, Needle, Pinpoint",292.6,NO BGM
VN,G25-8417,2546284628,IGI,OVAL,0.4,F,VS2,,EX,EX,MED,5.86 * 4.18 * 2.54,-,60.9,58,"Crystal, Indented Natural",277.2,NO BGM
IND,IE25-50,1539499654,IGI,OVAL,0.4,F,VS2,,EX,VG,NON,5.72 * 4.08 * 2.59,-,63.5,60,"Cloud, Crystal, Feather",288,NO BGM
HK,G25-8850,2547308007,IGI,OVAL,0.4,F,VS2,,EX,VG,NON,5.80 * 4.14 * 2.54,-,61.4,63,"Feather, Cloud",324,NO BGM
VN,G25-5354,7548085678,IGI,OVAL,0.4,F,VS2,,EX,VG,FNT,5.69 * 4.07 * 2.63,-,64.7,59,"Crystal, Feather",295.2,NO BGM
IND,G25-717,7531527023,IGI,OVAL,0.4,F,VS2,,EX,VG,MED,5.83 * 4.05 * 2.62,-,64.6,58,"Feather, Crystal, Indented Natural",277.2,NO BGM
HK,G25-6124,2546141705,IGI,OVAL,0.4,F,VS2,,VG,VG,NON,5.72 * 4.06 * 2.64,-,65,59,"Crystal, Cloud",316.8,NO BGM
VN,S25-3830,2544285988,IGI,OVAL,0.4,F,VS2,,VG,GD,NON,5.51 * 4.02 * 2.67,-,66.4,56,"Cloud, Crystal, Indented Natural",280.8,NO BGM
IND,G25-2963,7532915963,IGI,OVAL,0.4,F,SI1,,EX,VG,NON,6.21 * 4.08 * 2.48,-,60.9,58,"Cloud, Crystal",313.6,NO BGM
HK,G25-3694,2537956651,IGI,OVAL,0.4,F,SI1,,EX,VG,NON,6.15 * 4.02 * 2.47,-,61.6,60,"Knot, Crystal, Indented Natural",313.6,NO BGM
VN,S25-4283,5543333151,IGI,OVAL,0.4,F,SI1,,EX,VG,MED,6.03 * 4.16 * 2.54,-,61,57,"Twinning Wisp, Feather",275.2,NO BGM
IND,S25-3470,1547248774,IGI,OVAL,0.4,F,SI1,,VG,VG,MED,5.98 * 4.09 * 2.57,-,62.9,60,"Crystal, Twinning Wisp, Indented Natural",275.2,NO BGM
HK,G25-3306,6531931098,IGI,OVAL,0.4,F,SI1,,VG,VG,FNT,6.28 * 3.94 * 2.44,-,62.1,59,"Feather, Cloud, Crystal",268.8,NO BGM
VN,G25-7796,2546248712,IGI,OVAL,0.4,F,SI1,,VG,VG,MED,5.70 * 4.07 * 2.60,-,63.8,62,Crystal,268.8,NO BGM
IND,S25-3842,1545285393,IGI,OVAL,0.4,F,SI2,,EX,VG,MED,5.73 * 4.09 * 2.64,-,64.7,61,Crystal,263.2,NO BGM
HK,G25-7559,2546234130,IGI,OVAL,0.4,F,SI2,,VG,VG,MED,5.74 * 4.10 * 2.59,-,63,60,"Twinning Wisp, Feather",263.2,NO BGM
VN,G25-562,5533715652,IGI,OVAL,0.4,F,I1,,EX,VG,NON,5.88 * 4.17 * 2.50,-,59.8,61,Crystal,232,NO BGM
IND,G25-7557,6541234490,IGI,OVAL,0.4,G,VVS1,,EX,EX,MED,5.72 * 4.06 * 2.63,-,64.7,60,Pinpoint,302.4,NO BGM
HK,G25-7497,6545224554,IGI,OVAL,0.4,G,VVS1,,EX,VG,MED,5.80 * 4.14 * 2.61,-,63,61,"Pinpoint, Feather",302.4,NO BGM
VN,G25-7246,1549206718,IGI,OVAL,0.4,G,VVS1,,EX,VG,MED,5.87 * 4.04 * 2.58,-,63.7,62,Pinpoint,302.4,NO BGM
IND,G25-8997,6545315226,IGI,OVAL,0.4,G,VVS1,,EX,VG,MED,5.89 * 4.07 * 2.60,-,63.8,58,"Pinpoint, Feather",302.4,NO BGM
HK,S25-3403,7543248806,IGI,OVAL,0.4,G,VVS2,,EX,VG,NON,5.95 * 4.07 * 2.58,-,63.4,60,"Needle, Indented Natural",338.2,NO BGM
VN,G25-2996,6532902169,IGI,OVAL,0.4,G,VVS2,,EX,VG,MED,6.02 * 4.14 * 2.56,-,61.9,60,"Cloud, Pinpoint, Indented Natural, Feather",304,NO BGM
IND,S25-3109,5543208109,IGI,OVAL,0.4,G,VVS2,,VG,VG,NON,6.21 * 4.19 * 2.39,-,57.1,62,"Cloud, Needle, Indented Natural",330.6,NO BGM
HK,BCF-25,2534604558,IGI,OVAL,0.4,G,VS1,,EX,VG,FNT,6.20 * 4.01 * 2.54,-,63.3,59,"Crystal, Feather, Needle, Pinpoint",331.2,NO BGM
VN,S25-3590,2544256989,IGI,OVAL,0.4,G,VS1,,EX,VG,NON,5.77 * 4.10 * 2.64,-,64.3,59,"Indented Natural, Pinpoint",327.6,NO BGM
IND,G25-6117,6541142350,IGI,OVAL,0.4,G,VS1,,EX,VG,FNT,5.76 * 4.11 * 2.64,-,64.4,59,"Crystal, Cloud, Pinpoint, Needle",324,NO BGM
HK,G25-1530,3535837234,IGI,OVAL,0.4,G,VS1,,EX,GD,NON,5.75 * 4.10 * 2.63,-,64.1,57,"Crystal, Feather, Cloud, Pinpoint",309.6,NO BGM
VN,S25-4253,2546332877,IGI,OVAL,0.4,G,VS1,,VG,VG,NON,5.91 * 4.08 * 2.53,-,62.1,59,"Crystal, Pinpoint, Indented Natural",327.6,NO BGM
IND,HP-131,1535063441,IGI,OVAL,0.4,G,VS1,,VG,GD,NON,5.70 * 4.06 * 2.62,-,64.6,60,"Cloud, Pinpoint",309.6,NO BGM
HK,G25-9068,1548324594,IGI,OVAL,0.4,G,VS2,,EX,VG,FNT,5.92 * 4.07 * 2.57,-,63.2,58,Crystal,306,NO BGM
VN,S25-3324,1543234175,IGI,OVAL,0.4,G,VS2,,EX,VG,NON,5.73 * 4.09 * 2.64,-,64.4,61,"Crystal, Cloud",309.4,NO BGM
IND,GO-183,7536085813,IGI,OVAL,0.4,G,VS2,,EX,VG,MED,5.72 * 4.08 * 2.59,-,63.5,59,Cloud,272,NO BGM
HK,G25-7754,2546249018,IGI,OVAL,0.4,G,VS2,,EX,VG,MED,5.90 * 4.11 * 2.62,-,63.8,58,Crystal,282.2,NO BGM
VN,G25-7577,2547234237,IGI,OVAL,0.4,G,VS2,,EX,VG,MED,5.87 * 4.08 * 2.58,-,63.2,61,"Crystal, Cloud",282.2,NO BGM
IND,IO25-318,2536609229,IGI,OVAL,0.4,G,VS2,,VG,VG,MED,5.65 * 4.00 * 2.67,-,66.6,57,"Crystal, Feather",278.8,NO BGM
HK,ZH-8387,6522586406,IGI,OVAL,0.4,G,VS2,,EX,VG,FNT,5.53 * 4.12 * 2.67,-,64.8,62,"Feather, Crystal",285.6,NO BGM
VN,G25-8460,2546294244,IGI,OVAL,0.4,G,SI1,,EX,VG,FNT,6.37 * 4.03 * 2.42,-,60.1,62,Twinning Wisp,288,NO BGM
IND,G25-2513,1539880976,IGI,OVAL,0.4,G,SI1,,EX,VG,NON,5.72 * 4.08 * 2.65,-,64.9,58,"Crystal, Feather, Cloud",294,NO BGM
