Location,Stone No,Report No,Lab,Shape,Carats,Color,Clarity,Cut,Polish,Sym,Flour,Measurement,Diameter (MM),Depth %,Table %,Key To Symbols,Amount$,BGM
HK,CI-178,673427234,GIA,ROUND,1.06,D,I1,EX,EX,EX,NON,6.50 - 6.56 * 4.08,11.3,62.5,57,,1364.22,NO BGM
VN,G25-1007,1538690648,GIA,ROUND,1.06,F,SI1,EX,EX,EX,NON,6.53 - 6.57 * 4.04,11.3,61.7,56,"Needle, Crystal, Cloud, Feather",2051.1,NO BGM
IND,G25-4250,2538990168,GIA,ROUND,1.06,G,VVS1,EX,EX,EX,MED,6.51 - 6.54 * 4.08,11.3,62.4,57,"Pinpoint, Feather",3098.38,NO BGM
HK,S25-2850,1549188534,GIA,ROUND,1.06,H,VVS2,EX,EX,EX,MED,6.46 - 6.51 * 4.09,11.3,63,57,"Pinpoint, Natural",2452.84,NO BGM
VN,FV-20,700526334,GIA,ROUND,1.06,J,IF,EX,EX,EX,NON,6.53 - 6.57 * 4.06,11.3,61.9,59,,1344.61,NO BGM
IND,BAJ-52,693530950,GIA,ROUND,1.06,J,VS1,EX,EX,EX,NON,6.49 - 6.56 * 4.01,11.3,61.4,62,,1206.81,NO BGM
HK,CK-52,671421224,GIA,ROUND,1.06,J,SI1,EX,EX,EX,VSL,6.46 - 6.49 * 4.06,11.3,62.7,58,,875.56,NO BGM
VN,CJ-86,2.4E+11,GIA,ROUND,1.06,K,SI2,EX,EX,EX,MED,6.47 - 6.52 * 4.01,11.3,61.6,59,,658.26,NO BGM
IND,AZG-156,670475740,GIA,ROUND,1.06,M,VVS2,EX,EX,EX,NON,6.56 - 6.60 * 3.98,11.3,60.4,62,,877.68,NO BGM
HK,BAD-89,689557302,GIA,ROUND,1.06,M,SI2,EX,EX,EX,VSL,6.47 - 6.53 * 4.08,11.3,62.8,59,,610.56,NO BGM
VN,G25-8030,2546257448,GIA,ROUND,1.05,D,VVS2,EX,EX,EX,FNT,6.47 - 6.51 * 4.02,11.3,61.9,58,"Needle, Pinpoint",4328.63,NO BGM
IND,BAC-12,687522340,GIA,ROUND,1.05,E,I1,EX,EX,EX,STG,6.47 - 6.50 * 4.06,11.3,62.7,57,,797.48,NO BGM
HK,S25-1467,1535924747,GIA,ROUND,1.05,F,VVS1,EX,EX,EX,MED,6.45 - 6.50 * 4.07,11.3,62.8,58,Pinpoint,3666.6,NO BGM
VN,G25-9091,7548315804,GIA,ROUND,1.05,F,VS2,EX,EX,EX,NON,6.44 - 6.49 * 4.05,11.3,62.7,57,Crystal,3087,NO BGM
IND,CH-1,2.4E+11,GIA,ROUND,1.05,I,SI1,EX,EX,EX,NON,6.46 - 6.51 * 4.04,11.3,62.4,58,,1106.7,NO BGM
HK,G25-7517,2.5E+11,GIA,ROUND,1.05,I,SI2,EX,EX,EX,NON,6.45 - 6.49 * 4.06,11.3,62.8,58,,1096.2,NO BGM
VN,CI-74,2.4E+11,GIA,ROUND,1.05,J,SI2,EX,EX,EX,STG,6.56 - 6.57 * 3.95,11.3,60.3,59,,682.5,NO BGM
IND,CJ-77,2.4E+11,GIA,ROUND,1.05,J,SI2,EX,VG,EX,NON,6.43 - 6.49 * 4.07,11.3,62.8,57,,761.25,NO BGM
HK,DD-686,680554272,GIA,ROUND,1.05,M,SI1,EX,EX,EX,NON,6.45 - 6.51 * 4.05,11.3,62.5,57,,678.3,NO BGM
VN,BBP-12,722558731,GIA,ROUND,1.05,N,I1,EX,EX,EX,NON,6.48 - 6.50 * 4.05,11.3,62.4,59,,571.2,NO BGM
IND,GE-32,6521211708,GIA,ROUND,1.04,F,IF,EX,EX,EX,STG,6.41 - 6.46 * 4.05,11.3,62.9,57,,3672.24,NO BGM
HK,G25-6665,6542163878,GIA,ROUND,1.04,F,VVS2,EX,EX,EX,FNT,6.49 - 6.51 * 4.04,11.3,62.2,59,Pinpoint,3577.6,NO BGM
VN,GR-76,2527365437,GIA,ROUND,1.04,G,VVS2,EX,EX,EX,NON,6.49 - 6.53 * 4.00,11.3,61.5,61,"Pinpoint, Feather, Cloud",3344.64,NO BGM
IND,G25-4144,746524709,GIA,ROUND,1.04,G,I1,EX,EX,EX,NON,6.43 - 6.49 * 4.02,11.3,62.3,58,,940.68,NO BGM
HK,G25-7069,1545200530,GIA,ROUND,1.04,H,VS2,EX,EX,EX,FNT,6.43 - 6.48 * 4.05,11.3,62.7,57,"Crystal, Cloud, Needle",2152.8,NO BGM
VN,BAM-158,5516914582,GIA,ROUND,1.04,I,VVS2,EX,EX,EX,MED,6.42 - 6.47 * 4.07,11.3,63.2,56,"Cloud, Feather, Pinpoint, Indented Natural",2059.2,NO BGM
IND,G25-3779,2537973685,GIA,ROUND,1.04,I,VS1,EX,EX,EX,MED,6.43 - 6.47 * 4.03,11.3,62.4,57,"Crystal, Needle, Pinpoint",1854.84,NO BGM
HK,CJ-111,2.4E+11,GIA,ROUND,1.04,J,SI2,EX,EX,EX,MED,6.41 - 6.46 * 4.05,11.3,62.8,57,,728,NO BGM
VN,G25-6668,6545163574,GIA,ROUND,1.04,K,VVS1,EX,EX,EX,FNT,6.48 - 6.52 * 3.99,11.3,61.5,57,Pinpoint,1750.32,NO BGM
IND,G25-6408,7542163943,GIA,ROUND,1.03,D,VVS2,EX,EX,EX,FNT,6.41 - 6.44 * 4.01,11.3,62.4,58,Pinpoint,4246.18,NO BGM
HK,IA25-22,6535404115,GIA,ROUND,1.03,E,SI2,EX,EX,EX,FNT,6.42 - 6.46 * 4.05,11.3,62.8,57,"Twinning Wisp, Feather, Cavity",1487.32,NO BGM
VN,GU-39,1525870208,GIA,ROUND,1.03,F,VVS1,EX,EX,EX,FNT,6.42 - 6.46 * 4.04,11.3,62.8,58,"Pinpoint, Cloud",4146.27,NO BGM
IND,G25-4258,2538703607,GIA,ROUND,1.03,H,IF,EX,EX,EX,MED,6.39 - 6.43 * 4.01,11.3,62.5,58,,2733.11,NO BGM
HK,GR-127,3525259253,GIA,ROUND,1.03,H,SI2,EX,EX,EX,FNT,6.42 - 6.46 * 4.04,11.3,62.7,57,"Crystal, Feather, Needle",1133.52,NO BGM
VN,CJ-210,670402706,GIA,ROUND,1.03,H,I1,EX,EX,EX,VSL,6.40 - 6.42 * 4.03,11.3,62.9,56,,682.89,NO BGM
IND,G25-6679,5543163941,GIA,ROUND,1.03,J,IF,EX,EX,EX,FNT,6.48 - 6.51 * 4.01,11.3,61.7,56,,2148.07,NO BGM
HK,S25-2760,6542164075,GIA,ROUND,1.03,J,VS2,EX,EX,EX,NON,6.43 - 6.46 * 3.97,11.3,61.6,60,"Twinning Wisp, Cloud, Crystal, Indented Natural, Needle, Natural",1564.57,NO BGM
VN,AYA-33,7502154691,GIA,ROUND,1.03,K,SI1,EX,EX,EX,NON,6.41 - 6.44 * 4.05,11.3,63,55,"Cloud, Crystal, Feather, Needle",1081.5,NO BGM
IND,ES-22,2.5E+11,GIA,ROUND,1.02,D,SI1,EX,EX,EX,STG,6.40 - 6.43 * 4.02,11.3,62.7,58,,1511.64,NO BGM
HK,S25-2655,1543133855,GIA,ROUND,1.02,D,SI2,EX,EX,EX,NON,6.39 - 6.41 * 4.00,11.3,62.5,56,"Crystal, Knot, Indented Natural, Natural",2007.36,NO BGM
VN,S25-1180,6531869719,GIA,ROUND,1.02,F,SI2,EX,EX,EX,NON,6.38 - 6.42 * 4.01,11.3,62.6,56,"Crystal, Feather, Natural",1445.85,NO BGM
IND,G25-7002,6542068347,GIA,ROUND,1.02,F,SI2,EX,EX,EX,NON,6.44 - 6.48 * 4.00,11.3,61.8,55,"Crystal, Feather, Cloud, Natural",1588.65,NO BGM
HK,G25-4706,2534867243,GIA,ROUND,1.02,G,VS2,VG,EX,VG,NON,6.26 - 6.31 * 4.05,11.3,64.4,56,"Crystal, Cloud, Feather, Needle",2210.85,NO BGM
VN,S25-3206,2.5E+11,GIA,ROUND,1.02,G,SI2,EX,EX,EX,NON,6.42 - 6.44 * 3.99,11.3,62.1,58,,1077.12,NO BGM
IND,G25-8279,7548248076,GIA,ROUND,1.02,G,SI2,EX,EX,EX,MED,6.42 - 6.46 * 3.99,11.3,62,59,"Crystal, Feather, Natural",1447.38,NO BGM
HK,G25-7561,3545234031,GIA,ROUND,1.01,D,VVS2,EX,EX,EX,MED,6.36 - 6.40 * 4.00,11.3,62.7,57,"Cloud, Pinpoint, Needle, Indented Natural",3869.82,NO BGM
VN,G25-6814,1549180221,GIA,ROUND,1.01,D,VS1,VG,EX,EX,FNT,6.22 - 6.28 * 4.00,11.3,64,56,"Crystal, Pinpoint, Needle, Indented Natural",2934.05,NO BGM
IND,AZD-31,674526615,GIA,ROUND,1.01,D,I1,EX,EX,EX,VSL,6.36 - 6.42 * 4.01,11.3,62.7,57,,1149.88,NO BGM
HK,FG-4,692513263,GIA,ROUND,1.01,D,I1,VG,EX,EX,NON,6.23 - 6.37 * 4.05,11.3,64.5,56,,1049.89,NO BGM
VN,BAF-64,692511036,GIA,ROUND,1.01,D,I1,FR,EX,VG,NON,6.08 - 6.12 * 4.03,11.3,66.1,56,,916.58,NO BGM
IND,G25-9233,2547345405,GIA,ROUND,1.01,E,VS1,EX,EX,EX,NON,6.38 - 6.43 * 4.01,11.3,62.7,57,"Cloud, Crystal, Needle",3825.38,NO BGM
HK,BBW-75,729526841,GIA,ROUND,1.01,E,I1,EX,EX,EX,SLT,6.36 - 6.38 * 4.03,11.3,63.2,55,,861.02,NO BGM
VN,G25-7255,2547200552,GIA,ROUND,1.01,F,VVS1,VG,EX,VG,FNT,6.18 - 6.26 * 4.01,11.3,64.5,56,"Pinpoint, Feather",3135.04,NO BGM
IND,G25-6278,7548151331,GIA,ROUND,1.01,F,VVS2,EX,EX,EX,FNT,6.36 - 6.40 * 4.01,11.3,62.9,57,Pinpoint,3393.6,NO BGM
HK,BBG-120,7523596650,GIA,ROUND,1.01,F,VVS2,VG,EX,VG,NON,6.20 - 6.28 * 4.02,11.3,64.4,57,"Pinpoint, Feather",2989.6,NO BGM
VN,G25-9076,6542311165,GIA,ROUND,1.01,F,VS2,EX,EX,EX,NON,6.37 - 6.41 * 3.99,11.3,62.4,60,"Crystal, Pinpoint, Needle",2969.4,NO BGM
IND,AT-23,2507105013,GIA,ROUND,1.01,F,SI2,EX,EX,EX,NON,6.41 - 6.45 * 3.97,11.3,61.7,59,"Cloud, Crystal, Needle, Feather, Indented Natural, Natural",1467.03,NO BGM
HK,IR25-2,6535562396,GIA,ROUND,1.01,F,SI2,EX,EX,EX,MED,6.45 - 6.47 * 4.00,11.3,61.9,55,"Crystal, Twinning Wisp, Feather, Cavity, Needle",1307.95,NO BGM
VN,G25-6309,7548155444,GIA,ROUND,1.01,F,SI2,VG,EX,VG,MED,6.20 - 6.29 * 4.00,11.3,64,57,"Crystal, Feather, Pinpoint, Natural",1254.92,NO BGM
IND,S25-1861,743504889,GIA,ROUND,1.01,F,I1,EX,EX,EX,NON,6.39 - 6.43 * 3.97,11.3,62,60,,878.7,NO BGM
HK,S25-3301,2.5E+11,GIA,ROUND,1.01,F,I1,EX,EX,EX,NON,6.35 - 6.40 * 4.02,11.3,63.1,55,,1069.09,NO BGM
VN,S25-3358,2.5E+11,GIA,ROUND,1.01,F,I1,VG,EX,VG,NON,6.21 - 6.27 * 4.01,11.3,64.2,55,,951.92,NO BGM
IND,JS-6,2427736734,GIA,ROUND,1.01,F,I1,VG,EX,VG,NON,6.22 - 6.28 * 4.02,11.3,64.4,56,"Feather, Crystal, Indented Natural, Needle, Natural",849.41,NO BGM
HK,G25-3293,6535895196,GIA,ROUND,1.01,G,SI1,EX,EX,EX,NON,6.38 - 6.42 * 3.97,11.3,62.1,57,"Cloud, Crystal, Needle",1718.52,NO BGM
VN,S25-1411,2.5E+11,GIA,ROUND,1.01,G,SI1,VG,EX,VG,NON,6.24 - 6.28 * 4.02,11.3,64.2,56,,1325.12,NO BGM
IND,S25-2833,7546180620,GIA,ROUND,1.01,G,SI2,EX,EX,EX,NON,6.38 - 6.41 * 4.01,11.3,62.8,57,"Twinning Wisp, Cloud, Feather, Crystal, Cavity, Indented Natural, Natural",1299.87,NO BGM
HK,GR-231,5523259529,GIA,ROUND,1.01,G,SI2,EX,EX,EX,NON,6.47 - 6.49 * 3.91,11.3,60.3,59,"Crystal, Feather, Cloud, Needle",1416.53,NO BGM
VN,G25-8831,1548297265,GIA,ROUND,1.01,G,SI2,EX,EX,EX,NON,6.43 - 6.46 * 3.91,11.3,60.6,59,"Crystal, Cloud, Feather, Needle, Natural",1566.51,NO BGM
IND,S25-1408,2.5E+11,GIA,ROUND,1.01,G,SI2,EX,EX,EX,SLT,6.34 - 6.40 * 4.02,11.3,63,57,,966.57,NO BGM
HK,G25-8276,2546248261,GIA,ROUND,1.01,H,SI2,EX,EX,EX,NON,6.39 - 6.43 * 4.00,11.3,62.3,58,"Crystal, Feather, Needle",1393.3,NO BGM
VN,G25-6398,6542160216,GIA,ROUND,1.01,I,VVS1,EX,EX,EX,NON,6.40 - 6.43 * 4.02,11.3,62.6,58,Pinpoint,2326.03,NO BGM
IND,G25-2961,7533894880,GIA,ROUND,1.01,I,VS2,EX,EX,EX,NON,6.37 - 6.40 * 4.01,11.3,62.8,56,"Cloud, Crystal, Needle, Natural",1688.72,NO BGM
HK,AZQ-66,2518202892,GIA,ROUND,1.01,J,VVS1,VG,EX,VG,NON,6.20 - 6.26 * 4.03,11.3,64.7,55,"Pinpoint, Feather",1358.95,NO BGM
VN,GT-29,720554397,GIA,ROUND,1.01,J,SI1,VG,EX,EX,SLT,6.23 - 6.28 * 4.00,11.3,63.9,56,,763.56,NO BGM
IND,G25-8922,2546311535,GIA,ROUND,1.01,J,SI1,VG,EX,VG,NON,6.20 - 6.29 * 4.03,11.3,64.5,56,"Crystal, Cloud, Needle",1216.04,NO BGM
HK,G25-1156,2534553265,GIA,ROUND,1.01,J,I1,EX,EX,EX,NON,6.38 - 6.41 * 4.00,11.3,62.5,57,"Feather, Crystal, Indented Natural",755.48,NO BGM
VN,G25-6280,2548146352,GIA,ROUND,1.01,K,VVS1,EX,EX,EX,FNT,6.35 - 6.40 * 3.94,11.3,61.8,59,"Pinpoint, Feather",1666.5,NO BGM
IND,HL-50,1525736836,GIA,ROUND,1.01,K,VVS1,VG,EX,VG,NON,6.20 - 6.30 * 4.01,11.3,64.1,57,"Pinpoint, Feather",1383.19,NO BGM
HK,AZG-34,670475739,GIA,ROUND,1.01,Q-R,VS1,FR,VG,GD,SLT,6.09 - 6.16 * 4.05,11.3,66.2,53,,545.9,NO BGM
VN,FU-215,6237584510,GIA,ROUND,1,D,VVS1,VG,EX,VG,NON,6.21 - 6.27 * 4.02,11.3,64.4,55,Pinpoint,4288,NO BGM
IND,G25-6705,7546171121,GIA,ROUND,1,D,VVS1,VG,EX,VG,FNT,6.20 - 6.29 * 3.99,11.3,63.8,57,"Cloud, Pinpoint, Feather",4096,NO BGM
HK,G25-7257,2547206385,GIA,ROUND,1,D,VVS2,VG,EX,VG,STG,6.20 - 6.27 * 4.04,11.3,64.8,57,"Needle, Pinpoint, Cloud, Indented Natural, Natural",2958.5,NO BGM
VN,GE-11,6525200876,GIA,ROUND,1,D,VVS2,VG,EX,GD,MED,6.11 - 6.24 * 4.04,11.3,65.4,56,"Pinpoint, Indented Natural",2910,NO BGM
IND,G25-6703,1549171128,GIA,ROUND,1,D,VS1,EX,EX,EX,MED,6.36 - 6.38 * 4.01,11.3,62.9,57,"Crystal, Cloud, Pinpoint, Natural",3237,NO BGM
HK,G25-7258,6542200557,GIA,ROUND,1,D,VS1,GD,VG,VG,FNT,6.06 - 6.14 * 4.05,11.3,66.4,57,"Crystal, Pinpoint, Indented Natural, Natural",2656,NO BGM
VN,G25-9079,6541315551,GIA,ROUND,1,D,VS2,VG,EX,VG,NON,6.19 - 6.24 * 4.04,11.3,65,56,"Cloud, Crystal, Needle, Indented Natural, Natural",2932.5,NO BGM
IND,G25-7461,6542206372,GIA,ROUND,1,D,VS2,VG,EX,VG,MED,6.20 - 6.24 * 4.01,11.3,64.5,57,"Feather, Crystal, Natural",2380.5,NO BGM
HK,G25-7089,2544199135,GIA,ROUND,1,D,VS2,VG,EX,VG,MED,6.23 - 6.31 * 3.96,11.3,63.1,58,"Feather, Crystal, Needle, Indented Natural, Natural",2415,NO BGM
VN,G25-6421,2547164084,GIA,ROUND,1,D,VS2,VG,EX,VG,MED,6.17 - 6.25 * 4.01,11.3,64.6,55,"Crystal, Indented Natural, Pinpoint, Natural",2346,NO BGM
IND,S25-1469,2534924844,GIA,ROUND,1,D,VS2,VG,VG,GD,MED,6.15 - 6.28 * 4.02,11.3,64.7,56,"Crystal, Indented Natural, Cavity, Feather, Pinpoint, Natural",2173.5,NO BGM
HK,G25-7260,6542199109,GIA,ROUND,1,D,VS2,GD,VG,GD,FNT,6.03 - 6.17 * 4.04,11.3,66.1,54,"Crystal, Cavity, Indented Natural, Pinpoint, Natural",2208,NO BGM
VN,G25-6299,6542152126,GIA,ROUND,1,D,SI1,VG,EX,VG,FNT,6.22 - 6.27 * 4.01,11.3,64.3,57,"Crystal, Needle, Cloud",1924,NO BGM
IND,S25-3197,2.5E+11,GIA,ROUND,1,D,SI2,EX,EX,EX,STG,6.38 - 6.42 * 3.90,11.3,61,59,,1271,NO BGM
HK,G25-247,1533704180,GIA,ROUND,1,D,SI2,VG,EX,EX,NON,6.24 - 6.26 * 4.00,11.3,64,56,"Cloud, Feather, Crystal, Needle, Indented Natural, Natural",1640,NO BGM
VN,G25-6419,6542163551,GIA,ROUND,1,D,SI2,VG,EX,VG,STG,6.21 - 6.29 * 3.96,11.3,63.4,58,"Crystal, Feather, Needle, Indented Natural, Natural",1353,NO BGM
IND,S25-3198,2.5E+11,GIA,ROUND,1,D,I1,EX,EX,EX,MED,6.33 - 6.38 * 4.01,11.3,63,57,,1221,NO BGM
HK,AZD-48,674526614,GIA,ROUND,1,D,I1,EX,EX,VG,VSL,6.26 - 6.35 * 4.01,11.3,63.2,57,,1072.5,NO BGM
VN,HJ-56,5526748691,GIA,ROUND,1,E,VVS1,EX,EX,VG,NON,6.26 - 6.36 * 4.03,11.3,63.9,56,"Pinpoint, Feather",4440,NO BGM
IND,S25-1748,1533959271,GIA,ROUND,1,E,VVS1,EX,EX,VG,MED,6.34 - 6.40 * 4.01,11.3,63,57,Feather,3829.5,NO BGM
HK,G25-8783,7541298851,GIA,ROUND,1,E,VVS1,VG,EX,VG,NON,6.16 - 6.25 * 4.03,11.3,65,57,"Pinpoint, Feather",3996,NO BGM
VN,EP-26,2517611945,GIA,ROUND,1,E,VVS1,GD,EX,VG,STG,6.04 - 6.13 * 4.07,11.3,66.8,63,"Pinpoint, Feather, Natural",2664,NO BGM
IND,BAX-6,2527506884,GIA,ROUND,1,E,VVS1,GD,EX,FR,NON,6.08 - 6.25 * 4.02,11.3,65.2,55,"Pinpoint, Feather, Indented Natural",3330,NO BGM
HK,BBL-62,6521780164,GIA,ROUND,1,E,VVS1,GD,VG,GD,MED,6.03 - 6.14 * 4.08,11.3,67,66,"Needle, Pinpoint, Feather",2941.5,NO BGM
VN,G25-6307,2547146316,GIA,ROUND,1,E,VVS2,EX,EX,EX,FNT,6.34 - 6.38 * 4.02,11.3,63.2,57,"Needle, Pinpoint",3608,NO BGM
IND,G25-6406,6542151073,GIA,ROUND,1,E,VS1,VG,EX,EX,MED,6.20 - 6.26 * 4.04,11.3,64.8,56,"Indented Natural, Cloud, Pinpoint, Natural",2550,NO BGM
HK,G25-8920,6542315512,GIA,ROUND,1,E,VS1,VG,EX,VG,NON,6.25 - 6.34 * 4.00,11.3,63.4,62,"Cloud, Feather, Indented Natural, Needle, Natural",2887.5,NO BGM
VN,S25-1476,2534924751,GIA,ROUND,1,E,VS1,GD,EX,EX,MED,6.07 - 6.13 * 4.06,11.3,66.5,58,"Crystal, Feather, Indented Natural, Pinpoint, Natural",2212.5,NO BGM
IND,G25-9231,6541345505,GIA,ROUND,1,E,VS2,EX,EX,EX,NON,6.35 - 6.39 * 3.98,11.3,62.4,56,"Cloud, Crystal, Feather, Indented Natural, Needle",3131,NO BGM
HK,G25-7070,7542200560,GIA,ROUND,1,E,VS2,EX,EX,VG,MED,6.49 - 6.54 * 3.84,11.3,58.9,61,"Feather, Crystal, Indented Natural, Cavity, Pinpoint, Natural",2325,NO BGM
VN,G25-3887,6531972663,GIA,ROUND,1,E,VS2,GD,EX,VG,NON,6.07 - 6.12 * 4.05,11.3,66.4,57,"Crystal, Cloud, Indented Natural, Needle, Natural",2077,NO BGM
IND,S25-1758,6535959553,GIA,ROUND,1,E,VS2,GD,EX,GD,MED,6.05 - 6.13 * 4.03,11.3,66.1,55,"Indented Natural, Pinpoint, Needle, Natural",1891,NO BGM
HK,S25-2835,7541188356,GIA,ROUND,1,E,SI1,EX,EX,VG,FNT,6.35 - 6.39 * 4.00,11.3,62.8,55,"Twinning Wisp, Crystal, Feather, Indented Natural, Needle, Natural",1848,NO BGM
VN,HI-4,2524723681,GIA,ROUND,1,E,SI1,GD,EX,VG,NON,6.05 - 6.12 * 4.04,11.3,66.4,58,"Cloud, Feather, Crystal, Indented Natural, Cavity, Needle, Natural",1536,NO BGM
IND,G25-8684,1545299150,GIA,ROUND,1,E,SI2,EX,VG,VG,MED,6.29 - 6.37 * 4.01,11.3,63.4,55,"Feather, Twinning Wisp, Crystal, Indented Natural, Natural",1425,NO BGM
HK,G25-7516,2.5E+11,GIA,ROUND,1,E,SI2,VG,EX,VG,NON,6.16 - 6.24 * 4.03,11.3,64.8,56,,1254,NO BGM
VN,S25-2832,6541180289,GIA,ROUND,1,E,SI2,VG,EX,GD,STG,6.17 - 6.28 * 4.01,11.3,64.4,56,"Twinning Wisp, Feather, Indented Natural, Crystal, Knot, Needle",1216,NO BGM
IND,G25-7429,2544217596,GIA,ROUND,1,E,SI2,VG,VG,VG,MED,6.22 - 6.28 * 4.02,11.3,64.4,55,"Twinning Wisp, Feather, Crystal, Indented Natural",1349,NO BGM
HK,S25-309,738502778,GIA,ROUND,1,E,SI2,GD,EX,VG,NON,6.04 - 6.13 * 4.04,11.3,66.3,59,,988,NO BGM
VN,S25-3202,2.5E+11,GIA,ROUND,1,E,SI2,FR,VG,VG,NON,6.09 - 6.15 * 4.07,11.3,66.3,55,,1083,NO BGM
IND,S25-190,737565855,GIA,ROUND,1,E,I1,EX,EX,EX,NON,6.26 - 6.32 * 3.99,11.3,63.4,59,,976.5,NO BGM
HK,BR-71,662434018,GIA,ROUND,1,E,I1,EX,EX,EX,NON,6.32 - 6.39 * 4.03,11.3,63.3,55,,945.5,NO BGM
VN,AZR-75,681553666,GIA,ROUND,1,E,I1,EX,EX,EX,VSL,6.37 - 6.41 * 4.00,11.3,62.7,55,,852.5,NO BGM
IND,S25-1417,2.5E+11,GIA,ROUND,1,E,I1,EX,EX,EX,STG,6.39 - 6.45 * 4.00,11.3,62.3,57,,821.5,NO BGM
HK,IS25-5,735515620,GIA,ROUND,1,E,I1,EX,EX,EX,STG,6.34 - 6.43 * 4.00,11.3,62.7,58,,759.5,NO BGM
VN,DD-252,678589526,GIA,ROUND,1,E,I1,VG,EX,VG,NON,6.19 - 6.23 * 4.02,11.3,64.6,55,,806,NO BGM
IND,S25-1826,742548121,GIA,ROUND,1,E,I2,GD,VG,VG,NON,6.27 - 6.31 * 3.90,11.3,62,57,,780,NO BGM
HK,G25-7568,3545233931,GIA,ROUND,1,F,VVS1,EX,EX,EX,FNT,6.35 - 6.39 * 4.02,11.3,63.1,56,"Pinpoint, Feather",4268,NO BGM
VN,G25-4110,7538990831,GIA,ROUND,1,F,VVS2,EX,EX,EX,MED,6.37 - 6.41 * 3.99,11.3,62.5,58,"Pinpoint, Indented Natural, Etch Channel, Natural",3080,NO BGM
IND,G25-8904,2547315568,GIA,ROUND,1,F,VVS2,VG,EX,VG,NON,6.16 - 6.25 * 4.03,11.3,64.9,58,"Cloud, Pinpoint, Natural",3120,NO BGM
HK,G25-9075,7548315865,GIA,ROUND,1,F,VS1,EX,EX,EX,NON,6.33 - 6.37 * 4.02,11.3,63.4,56,"Crystal, Cloud, Feather, Indented Natural, Needle, Natural",3604,NO BGM
VN,G25-8828,5543297546,GIA,ROUND,1,F,VS1,EX,EX,EX,MED,6.40 - 6.45 * 3.92,11.3,61,60,"Crystal, Pinpoint, Indented Natural, Natural",2958,NO BGM
IND,G25-8915,6541315532,GIA,ROUND,1,F,VS1,EX,EX,VG,NON,6.34 - 6.42 * 4.00,11.3,62.6,54,"Feather, Pinpoint",3298,NO BGM
HK,G25-7329,1548217562,GIA,ROUND,1,F,VS1,GD,EX,GD,MED,5.99 - 6.11 * 4.07,11.3,67.3,55,"Crystal, Feather, Pinpoint, Natural",2040,NO BGM
VN,G25-7085,2544199256,GIA,ROUND,1,F,VS1,GD,EX,GD,MED,5.96 - 6.10 * 4.06,11.3,67.3,55,"Feather, Needle, Pinpoint, Natural",2006,NO BGM
IND,G25-6310,2544155436,GIA,ROUND,1,F,VS1,GD,VG,FR,MED,5.94 - 6.12 * 4.02,11.3,66.6,60,"Crystal, Cavity, Pinpoint, Natural",1972,NO BGM
HK,G25-8804,2544299149,GIA,ROUND,1,F,VS2,EX,EX,EX,FNT,6.32 - 6.37 * 4.01,11.3,63.2,58,"Crystal, Feather, Indented Natural, Cavity, Pinpoint, Natural",2604,NO BGM
VN,G25-7534,7542234005,GIA,ROUND,1,F,VS2,VG,EX,VG,NON,6.12 - 6.22 * 4.04,11.3,65.4,56,"Feather, Cloud, Indented Natural, Pinpoint, Natural",2352,NO BGM
IND,G25-8924,6545310780,GIA,ROUND,1,F,VS2,VG,EX,VG,NON,6.16 - 6.24 * 4.04,11.3,65.1,56,"Cloud, Indented Natural, Feather, Natural",2380,NO BGM
HK,G25-8930,2546298848,GIA,ROUND,1,F,VS2,VG,EX,VG,NON,6.18 - 6.25 * 4.01,11.3,64.6,57,"Crystal, Cloud, Indented Natural",2352,NO BGM
VN,G25-6772,7548164002,GIA,ROUND,1,F,VS2,VG,EX,VG,MED,6.19 - 6.27 * 4.02,11.3,64.5,58,"Crystal, Twinning Wisp, Needle, Indented Natural, Natural",2128,NO BGM
IND,S25-2776,1548169915,GIA,ROUND,1,F,VS2,VG,EX,VG,STG,6.18 - 6.25 * 4.01,11.3,64.6,57,"Cloud, Feather, Crystal, Needle, Indented Natural",2016,NO BGM
HK,IA25-26,1535368401,GIA,ROUND,1,F,SI1,EX,EX,EX,STG,6.34 - 6.36 * 4.02,11.3,63.3,57,"Crystal, Feather, Cavity, Needle, Indented Natural, Natural",1597.5,NO BGM
VN,IA25-4,5536497261,GIA,ROUND,1,F,SI1,EX,EX,EX,STG,6.37 - 6.41 * 3.93,11.3,61.5,60,"Crystal, Feather, Needle",1642.5,NO BGM
IND,G25-4094,5533985872,GIA,ROUND,1,F,SI1,EX,EX,VG,NON,6.28 - 6.37 * 4.02,11.3,63.5,57,"Crystal, Needle, Feather, Indented Natural, Natural",1822.5,NO BGM
HK,G25-9073,6542311259,GIA,ROUND,1,F,SI1,EX,EX,VG,NON,6.33 - 6.39 * 4.02,11.3,63.2,57,"Cloud, Crystal, Needle, Indented Natural, Natural",1912.5,NO BGM
VN,S25-3610,2.5E+11,GIA,ROUND,1,F,SI1,EX,VG,EX,NON,6.38 - 6.42 * 3.99,11.3,62.2,58,,1597.5,NO BGM
IND,G25-8370,7542283294,GIA,ROUND,1,F,SI1,VG,EX,VG,NON,6.15 - 6.24 * 4.01,11.3,64.7,56,"Cloud, Feather, Crystal, Cavity, Indented Natural, Needle, Extra Facet",1732.5,NO BGM
